index;Rental_state;Start;End;Revenue;Distance;duration_minute;revenue_minute;revenue_km;car_id;accum_distance;battery_left;Running_revenue;Running_Minutes;minutes_until_breakeven;;
15384;RED;15/06/2017 16:08:36;15/06/2017 16:10:48;0,32;0;2,206633333;0,145017296;inf;9;26;87;;;-540;;
21149;RED;15/06/2017 16:11:44;15/06/2017 16:27:57;3,23;3;16,21505;0,199197659;1,076666667;9;29;85,5;;;-540;;
77047;RED;15/06/2017 16:37:54;15/06/2017 16:51:08;2,62;3;13,22656667;0,198086175;0,873333333;9;32;84;;;-540;;
96547;RED;15/06/2017 19:16:44;15/06/2017 19:38:32;4,44;7;21,7971;0,203696822;0,634285714;9;39;80,5;;;-540;;
27060;RED;15/06/2017 19:42:07;15/06/2017 19:56:52;3,03;6;14,75808333;0,205311214;0,505;9;45;77,5;;;-540;;
48218;RED;16/06/2017 07:20:49;16/06/2017 07:26:04;1,01;1;5,253983333;0,192235098;1,01;9;46;77;;;-540;;
62607;RED;16/06/2017 07:40:54;16/06/2017 07:55:36;3,03;6;14,69658333;0,206170368;0,505;9;52;74;;;-540;;
1539;RED;16/06/2017 08:05:11;16/06/2017 08:18:09;2,62;5;12,96658333;0,202057854;0,524;9;57;71,5;;;-540;;
93339;RED;16/06/2017 08:30:27;16/06/2017 08:43:16;2,62;6;12,81303333;0,204479293;0,436666667;9;63;68,5;;;-540;;
22072;RED;16/06/2017 09:38:10;16/06/2017 09:49:10;2,87;3;11,01036667;0,260663435;0,956666667;9;66;67;;;-540;;
49880;RED;16/06/2017 10:01:25;16/06/2017 10:37:54;4,71;4;36,48435;0,129096448;1,1775;9;70;65;;;-540;;
76953;RED;16/06/2017 12:48:25;16/06/2017 13:06:08;4,69;4;17,71506667;0,264746393;1,1725;9;74;63;;;-540;;
41961;RED;16/06/2017 13:06:57;16/06/2017 13:43:24;6,88;4;36,45655;0,188717802;1,72;9;78;61;;;-540;;
16458;RED;16/06/2017 15:52:58;16/06/2017 16:32:03;7,87;7;39,08836667;0,201338676;1,124285714;9;85;57,5;;;-540;;
32700;RED;16/06/2017 16:52:42;16/06/2017 17:12:15;3,75;5;19,553;0,191786427;0,75;9;90;55;;;-540;;
89043;RED;16/06/2017 17:37:27;16/06/2017 17:47:52;2,02;4;10,42945;0,193682313;0,505;9;94;53;;;-540;;
33245;RED;16/06/2017 18:05:40;16/06/2017 18:16:44;2,22;4;11,06625;0,200609963;0,555;9;98;51;;;-540;;
49141;RED;16/06/2017 18:17:06;16/06/2017 18:32:23;3,03;5;15,27515;0,198361391;0,606;9;103;48,5;;;-540;;
24194;RED;16/06/2017 18:32:52;16/06/2017 19:29:35;14,28;13;56,7257;0,251737748;1,098461538;9;116;42;;;-540;;
34308;RED;16/06/2017 19:31:36;16/06/2017 19:46:17;2,94;4;14,68425;0,200214516;0,735;9;120;40;;;-540;;
68775;RED;16/06/2017 20:59:09;16/06/2017 21:28:09;5,77;17;28,997;0,198986102;0,339411765;9;137;31,5;;;-540;;
41240;RED;16/06/2017 21:33:49;16/06/2017 22:02:02;5,56;17;28,22458333;0,196991393;0,327058824;9;154;23;;;-540;;
33115;RED;16/06/2017 22:40:54;16/06/2017 22:49:15;1,73;2;8,341066667;0,207407526;0,865;9;156;22;;;-540;;
97712;RED;16/06/2017 23:01:09;16/06/2017 23:07:21;1,56;3;6,1989;0,251657552;0,52;9;159;20,5;;;-540;;
42133;RED;17/06/2017 01:26:41;17/06/2017 01:32:56;1,21;2;6,2486;0,193643376;0,605;9;0;100;;;-540;;
61477;RED;17/06/2017 11:37:35;17/06/2017 11:42:53;1,13;2;5,296066667;0,213365894;0,565;9;2;99;;;-540;;
51856;RED;17/06/2017 11:43:58;17/06/2017 12:46:21;10,48;5;62,39576667;0,167960113;2,096;9;7;96,5;;;-540;;
19460;RED;17/06/2017 12:48:28;17/06/2017 13:00:09;3,13;3;11,67438333;0,26810838;1,043333333;9;10;95;;;-540;;
77446;RED;17/06/2017 13:41:16;17/06/2017 13:56:16;3,91;5;15,00895;0,260511228;0,782;9;15;92,5;;;-540;;
78517;RED;17/06/2017 14:20:07;17/06/2017 14:42:44;6,57;7;22,61556667;0,290507866;0,938571429;9;22;89;;;-540;;
50557;RED;17/06/2017 16:18:18;17/06/2017 16:57:44;7,87;13;39,4343;0,199572453;0,605384615;9;35;82,5;;;-540;;
4004;RED;17/06/2017 19:16:08;17/06/2017 19:33:41;3,63;5;17,56375;0,206675681;0,726;9;40;80;;;-540;;
3047;RED;17/06/2017 19:35:16;17/06/2017 20:02:23;6,99;11;27,12425;0,257702978;0,635454545;9;51;74,5;;;-540;;
35118;RED;17/06/2017 21:41:23;17/06/2017 21:49:47;2,08;4;8,408716667;0,24736236;0,52;9;55;72,5;;;-540;;
57123;RED;17/06/2017 22:04:10;17/06/2017 22:32:25;5,56;19;28,25176667;0,196801852;0,292631579;9;74;63;;;-540;;
32594;RED;17/06/2017 22:32:41;17/06/2017 22:44:11;2,87;4;11,50605;0,249433993;0,7175;9;78;61;;;-540;;
85630;RED;17/06/2017 22:49:43;17/06/2017 23:14:28;5,04;13;24,74503333;0,203677236;0,387692308;9;91;54,5;;;-540;;
97415;RED;18/06/2017 00:21:54;18/06/2017 01:03:39;10,94;24;41,74963333;0,262038229;0,455833333;9;115;42,5;;;-540;;
88461;RED;18/06/2017 21:37:30;18/06/2017 21:46:29;1,82;2;8,9767;0,202747112;0,91;9;117;41,5;;;-540;;
86526;RED;18/06/2017 21:51:17;19/06/2017 01:17:27;33,86;11;206,1777833;0,1642272;3,078181818;9;128;36;;;-540;;
32852;RED;19/06/2017 03:11:23;19/06/2017 04:57:56;19,3;30;106,5591667;0,181120035;0,643333333;9;158;21;;;-540;;
27378;RED;19/06/2017 14:21:42;19/06/2017 14:43:51;4,44;10;22,15455;0,200410299;0,444;9;0;100;;;-540;;
38882;RED;20/06/2017 07:36:20;20/06/2017 07:59:43;4,64;6;23,38831667;0,198389652;0,773333333;9;6;97;;;-540;;
13038;RED;20/06/2017 08:06:09;20/06/2017 08:32:04;5,24;8;25,9238;0,20213086;0,655;9;14;93;;;-540;;
25930;RED;20/06/2017 08:38:55;20/06/2017 09:01:45;4,64;5;22,84256667;0,203129537;0,928;9;19;90,5;;;-540;;
74492;RED;21/06/2017 06:44:36;21/06/2017 07:17:06;5,65;3;32,4928;0,173884676;1,883333333;9;22;89;;;-540;;
46314;RED;21/06/2017 07:37:39;21/06/2017 09:06:03;14,81;3;88,40436667;0,167525661;4,936666667;9;25;87,5;;;-540;;
83032;RED;21/06/2017 09:08:17;21/06/2017 09:32:23;4,84;12;24,09655;0,200858629;0,403333333;9;37;81,5;;;-540;;
52062;RED;22/06/2017 19:22:27;22/06/2017 19:40:27;3,63;3;18,00348333;0,201627648;1,21;9;40;80;;;-540;;
42790;RED;22/06/2017 19:54:01;22/06/2017 19:58:02;1,04;1;4,016633333;0,258923311;1,04;9;41;79,5;;;-540;;
79739;RED;23/06/2017 21:07:23;23/06/2017 21:16:54;2,02;3;9,519883333;0,212187474;0,673333333;9;44;78;;;-540;;
52366;RED;23/06/2017 21:18:04;23/06/2017 21:28:42;2,22;5;10,62658333;0,208910045;0,444;9;49;75,5;;;-540;;
47024;RED;23/06/2017 21:33:22;23/06/2017 21:46:24;2,62;6;13,03013333;0,201072386;0,436666667;9;55;72,5;;;-540;;
11966;RED;23/06/2017 21:53:39;23/06/2017 22:11:17;3,63;7;17,63461667;0,205845132;0,518571429;9;62;69;;;-540;;
7378;RED;23/06/2017 22:11:20;23/06/2017 22:23:50;3,13;5;12,49048333;0,250590783;0,626;9;67;66,5;;;-540;;
25365;RED;23/06/2017 22:30:56;23/06/2017 22:58:04;7,71;15;27,1277;0,284211341;0,514;9;82;59;;;-540;;
44142;RED;23/06/2017 23:59:35;24/06/2017 00:09:31;2,02;4;9,928483333;0,203455043;0,505;9;86;57;;;-540;;
73148;RED;24/06/2017 11:52:36;24/06/2017 12:15:06;4,64;7;22,50553333;0,206171519;0,662857143;9;93;53,5;;;-540;;
11140;RED;24/06/2017 12:24:24;24/06/2017 12:46:08;4,19;8;21,73948333;0,192736871;0,52375;9;101;49,5;;;-540;;
5305;RED;24/06/2017 15:36:21;24/06/2017 15:46:05;2,86;3;9,74095;0,29360586;0,953333333;9;104;48;;;-540;;
50083;RED;24/06/2017 16:19:16;24/06/2017 16:37:59;3,63;8;18,73175;0,193788621;0,45375;9;112;44;;;-540;;
91258;RED;24/06/2017 17:23:05;24/06/2017 17:41:39;3,83;7;18,57363333;0,206206289;0,547142857;9;119;40,5;;;-540;;
60436;RED;24/06/2017 19:03:33;24/06/2017 19:07:42;1,04;1;4,158333333;0,2501002;1,04;9;120;40;;;-540;;
80967;RED;24/06/2017 19:46:03;24/06/2017 19:59:17;2,54;6;13,23483333;0,191917793;0,423333333;9;126;37;;;-540;;
78;RED;24/06/2017 20:50:31;24/06/2017 21:18:39;5,65;12;28,13755;0,200799288;0,470833333;9;138;31;;;-540;;
52393;RED;24/06/2017 21:26:04;24/06/2017 21:44:43;3,83;8;18,6531;0,205327801;0,47875;9;146;27;;;-540;;
78956;RED;24/06/2017 22:43:00;24/06/2017 22:57:36;3,91;5;14,60721667;0,267675909;0,782;9;151;24,5;;;-540;;
33536;RED;24/06/2017 23:03:18;24/06/2017 23:19:36;3,43;8;16,30553333;0,210358038;0,42875;9;159;20,5;;;-540;;
18841;RED;25/06/2017 00:00:58;25/06/2017 00:09:51;2,34;4;8,896516667;0,263024292;0,585;9;0;100;;;-540;;
81705;RED;25/06/2017 15:47:03;25/06/2017 16:06:54;4,03;8;19,84838333;0,203039206;0,50375;9;8;96;;;-540;;
44859;RED;25/06/2017 16:09:36;25/06/2017 16:35:31;6,77;20;25,91268333;0,26126202;0,3385;9;28;86;;;-540;;
10375;RED;25/06/2017 17:12:37;25/06/2017 17:20:49;1,61;4;8,199866667;0,196344656;0,4025;9;32;84;;;-540;;
85813;RED;25/06/2017 18:44:37;25/06/2017 19:12:15;5,65;20;27,62251667;0,204543274;0,2825;9;52;74;;;-540;;
96731;RED;25/06/2017 19:14:10;25/06/2017 19:21:30;1,61;3;7,323283333;0,219846745;0,536666667;9;55;72,5;;;-540;;
9528;RED;25/06/2017 20:01:29;25/06/2017 20:17:38;4,23;5;16,16595;0,261661084;0,846;9;60;70;;;-540;;
41635;RED;25/06/2017 20:18:37;25/06/2017 20:35:54;3,01;3;17,26908333;0,174299929;1,003333333;9;63;68,5;;;-540;;
59183;RED;25/06/2017 20:51:48;25/06/2017 21:07:16;3,1;4;15,48225;0,200229295;0,775;9;67;66,5;;;-540;;
52729;RED;25/06/2017 21:43:42;25/06/2017 21:59:32;3,23;9;15,83365;0,20399592;0,358888889;9;76;62;;;-540;;
62864;RED;26/06/2017 07:09:06;26/06/2017 07:35:35;4,95;6;26,4902;0,186861556;0,825;9;82;59;;;-540;;
794;RED;26/06/2017 08:17:06;26/06/2017 08:54:57;7,66;20;37,85731667;0,202338694;0,383;9;102;49;;;-540;;
6185;RED;26/06/2017 09:00:25;26/06/2017 09:10:12;2,61;3;9,776883333;0,266956239;0,87;9;105;47,5;;;-540;;
56142;RED;26/06/2017 12:37:24;26/06/2017 12:55:33;3,63;7;18,1424;0,200083782;0,518571429;9;112;44;;;-540;;
7017;RED;26/06/2017 13:18:37;26/06/2017 13:48:40;8,07;11;30,0655;0,268413963;0,733636364;9;123;38,5;;;-540;;
70247;RED;26/06/2017 17:01:38;26/06/2017 17:33:24;6,45;18;31,75943333;0,203089266;0,358333333;9;141;29,5;;;-540;;
25923;RED;26/06/2017 17:39:06;26/06/2017 18:35:25;10,24;10;56,31636667;0,181829912;1,024;9;151;24,5;;;-540;;
2869;RED;26/06/2017 20:01:29;26/06/2017 20:21:22;4,03;9;19,88381667;0,202677387;0,447777778;9;0;100;;;-540;;
47475;RED;27/06/2017 19:45:13;27/06/2017 20:02:25;3,43;6;17,1993;0,199426721;0,571666667;9;6;97;;;-540;;
42036;RED;27/06/2017 20:06:49;27/06/2017 20:23:59;4,69;4;17,1766;0,273045888;1,1725;9;10;95;;;-540;;
99246;RED;28/06/2017 08:11:33;28/06/2017 08:25:12;3,65;3;13,63923333;0,26761035;1,216666667;9;13;93,5;;;-540;;
11644;RED;28/06/2017 08:44:44;28/06/2017 08:59:52;4,29;5;15,13065;0,28353045;0,858;9;18;91;;;-540;;
2111;RED;28/06/2017 09:01:43;28/06/2017 09:09:25;1,61;2;7,6952;0,209221333;0,805;9;20;90;;;-540;;
98335;RED;28/06/2017 10:58:45;28/06/2017 11:17:57;3,74;3;19,19753333;0,194816695;1,246666667;9;23;88,5;;;-540;;
51262;RED;28/06/2017 12:07:21;28/06/2017 12:23:44;4,17;7;16,38321667;0,254528771;0,595714286;9;30;85;;;-540;;
45822;RED;28/06/2017 12:25:47;28/06/2017 12:32:45;1,41;2;6,960083333;0,202583781;0,705;9;32;84;;;-540;;
19651;RED;28/06/2017 12:37:45;28/06/2017 12:46:32;1,82;2;8,789183333;0,207072709;0,91;9;34;83;;;-540;;
64340;RED;28/06/2017 17:54:33;28/06/2017 18:12:44;3,5;2;18,19741667;0,192334993;1,75;9;36;82;;;-540;;
58133;RED;28/06/2017 18:47:24;28/06/2017 18:52:39;1,01;2;5,241083333;0,192708251;0,505;9;38;81;;;-540;;
2943;RED;28/06/2017 18:54:29;28/06/2017 19:17:11;4,64;11;22,68946667;0,204500179;0,421818182;9;49;75,5;;;-540;;
61096;RED;28/06/2017 19:24:13;28/06/2017 19:40:01;3,14;4;15,7888;0,198875152;0,785;9;53;73,5;;;-540;;
66544;RED;28/06/2017 22:00:32;28/06/2017 22:12:23;2,42;5;11,84548333;0,204297278;0,484;9;58;71;;;-540;;
48967;RED;28/06/2017 22:58:28;28/06/2017 23:07:13;1,82;3;8,752966667;0,207929502;0,606666667;9;61;69,5;;;-540;;
88348;RED;28/06/2017 23:27:26;28/06/2017 23:43:33;3,23;9;16,11818333;0,200394792;0,358888889;9;70;65;;;-540;;
33755;RED;29/06/2017 05:57:38;29/06/2017 06:13:12;3,97;6;15,56776667;0,2550141;0,661666667;9;76;62;;;-540;;
23369;RED;29/06/2017 06:29:15;29/06/2017 06:47:26;4,69;11;18,1956;0,257754622;0,426363636;9;87;56,5;;;-540;;
55084;RED;29/06/2017 06:55:37;29/06/2017 07:03:42;1,61;3;8,07595;0,199357351;0,536666667;9;90;55;;;-540;;
25088;RED;29/06/2017 07:52:09;29/06/2017 08:09:10;3,43;5;17,01383333;0,201600658;0,686;9;95;52,5;;;-540;;
16802;RED;29/06/2017 13:53:39;29/06/2017 14:14:04;5,21;2;20,42125;0,2551264;2,605;9;97;51,5;;;-540;;
34732;RED;29/06/2017 15:44:19;29/06/2017 16:04:12;4,03;5;19,87968333;0,202719527;0,806;9;102;49;;;-540;;
76548;RED;29/06/2017 18:07:45;29/06/2017 20:01:42;23,8;27;113,9440833;0,208874382;0,881481481;9;129;35,5;;;-540;;
77890;RED;29/06/2017 20:10:16;29/06/2017 20:34:17;4,76;8;24,01441667;0,198214267;0,595;9;137;31,5;;;-540;;
89626;RED;29/06/2017 21:05:27;29/06/2017 21:16:16;2,22;3;10,80313333;0,205495936;0,74;9;140;30;;;-540;;
30182;RED;29/06/2017 22:42:05;29/06/2017 23:04:51;6,32;10;22,77685;0,277474717;0,632;9;150;25;;;-540;;
36665;RED;29/06/2017 23:19:45;29/06/2017 23:28:24;1,82;2;8,638316667;0,210689197;0,91;9;152;24;;;-540;;
48568;RED;30/06/2017 10:35:43;30/06/2017 10:40:20;1,01;1;4,61875;0,218673884;1,01;9;153;23,5;;;-540;;
51772;RED;30/06/2017 10:43:04;30/06/2017 11:01:50;3,83;5;18,77823333;0,203959549;0,766;9;158;21;;;-540;;
60549;RED;30/06/2017 11:36:13;30/06/2017 11:46:48;2,22;4;10,57906667;0,20984838;0,555;9;0;100;;;-540;;
38178;RED;01/07/2017 16:28:20;01/07/2017 17:28:57;11,08;10;60,61776667;0,182784695;1,108;9;10;95;;;-540;;
17637;RED;01/07/2017 17:29:26;01/07/2017 17:56:38;5,56;7;27,20251667;0,204392853;0,794285714;9;17;91,5;;;-540;;
58407;RED;01/07/2017 18:09:02;01/07/2017 18:22:43;2,82;4;13,68838333;0,206014102;0,705;9;21;89,5;;;-540;;
70214;RED;01/07/2017 18:45:56;01/07/2017 18:53:51;1,61;2;7,906683333;0,203625203;0,805;9;23;88,5;;;-540;;
65043;RED;01/07/2017 19:17:58;01/07/2017 19:30:48;2,62;5;12,83308333;0,204159821;0,524;9;28;86;;;-540;;
93631;RED;01/07/2017 20:19:58;01/07/2017 20:32:51;2,62;4;12,88961667;0,203264385;0,655;9;32;84;;;-540;;
81845;RED;01/07/2017 20:45:55;01/07/2017 20:58:30;2,62;5;12,57588333;0,208335266;0,524;9;37;81,5;;;-540;;
70560;RED;02/07/2017 12:48:24;02/07/2017 12:57:44;1,82;4;9,337266667;0,194917856;0,455;9;41;79,5;;;-540;;
59490;RED;02/07/2017 14:42:02;02/07/2017 14:59:20;3,43;6;17,31243333;0,198123507;0,571666667;9;47;76,5;;;-540;;
58950;RED;03/07/2017 06:47:57;03/07/2017 07:01:48;2,82;4;13,84425;0,203694675;0,705;9;51;74,5;;;-540;;
22281;RED;03/07/2017 11:29:27;03/07/2017 11:40:27;2,22;3;11,00191667;0,201783023;0,74;9;54;73;;;-540;;
53531;RED;03/07/2017 12:38:49;03/07/2017 12:44:48;1,21;2;5,9735;0,202561312;0,605;9;56;72;;;-540;;
88693;RED;03/07/2017 12:51:28;03/07/2017 13:01:47;2,22;2;10,32141667;0,215086753;1,11;9;58;71;;;-540;;
88174;RED;03/07/2017 13:09:31;03/07/2017 13:19:11;2,61;3;9,661883333;0,27013367;0,87;9;61;69,5;;;-540;;
12717;RED;03/07/2017 15:16:12;03/07/2017 15:27:30;3,14;5;11,28813333;0,278168224;0,628;9;66;67;;;-540;;
46552;RED;03/07/2017 16:15:44;03/07/2017 16:29:05;2,82;3;13,35425;0,211168729;0,94;9;69;65,5;;;-540;;
39097;RED;03/07/2017 17:01:20;03/07/2017 17:16:08;3,03;5;14,79841667;0,204751634;0,606;9;74;63;;;-540;;
18483;RED;03/07/2017 17:35:44;03/07/2017 17:59:11;4,84;6;23,44555;0,206435763;0,806666667;9;80;60;;;-540;;
67037;RED;03/07/2017 18:02:45;03/07/2017 18:25:16;5,73;7;22,52293333;0,25440736;0,818571429;9;87;56,5;;;-540;;
18525;RED;03/07/2017 18:33:58;03/07/2017 18:59:39;7,05;8;25,67768333;0,274557479;0,88125;9;95;52,5;;;-540;;
71818;RED;03/07/2017 19:18:21;03/07/2017 19:48:07;6,05;14;29,76376667;0,203267284;0,432142857;9;109;45,5;;;-540;;
23694;RED;03/07/2017 20:25:12;03/07/2017 20:45:47;4,24;8;20,59951667;0,205830072;0,53;9;117;41,5;;;-540;;
71778;RED;03/07/2017 21:36:47;03/07/2017 21:52:52;3,23;6;16,07285;0,200960004;0,538333333;9;123;38,5;;;-540;;
916;RED;03/07/2017 21:53:45;03/07/2017 22:06:13;3,39;4;12,47713333;0,271697024;0,8475;9;127;36,5;;;-540;;
99346;RED;04/07/2017 07:46:07;04/07/2017 08:02:15;3,23;6;16,13111667;0,200234123;0,538333333;9;133;33,5;;;-540;;
382;RED;04/07/2017 11:31:24;04/07/2017 11:48:05;3,43;9;16,68086667;0,205624808;0,381111111;9;142;29;;;-540;;
89020;RED;04/07/2017 11:54:08;04/07/2017 13:13:35;16,68;10;79,46385;0,209906769;1,668;9;152;24;;;-540;;
85014;RED;04/07/2017 14:02:48;04/07/2017 14:08:47;1,21;2;5,990416667;0,201989288;0,605;9;154;23;;;-540;;
22350;RED;04/07/2017 15:30:56;04/07/2017 15:55:02;4,84;5;24,1015;0,200817377;0,968;9;159;20,5;;;-540;;
24719;RED;04/07/2017 17:29:13;04/07/2017 17:49:29;4,03;9;20,26685;0,198846885;0,447777778;9;0;100;;;-540;;
22841;RED;05/07/2017 09:24:23;05/07/2017 09:58:59;6,81;13;34,59478333;0,196850489;0,523846154;9;13;93,5;;;-540;;
65905;RED;05/07/2017 10:03:13;05/07/2017 10:08:10;1,01;1;4,943283333;0,204317643;1,01;9;14;93;;;-540;;
5580;RED;05/07/2017 12:05:48;05/07/2017 12:11:02;1,01;1;5,23185;0,193048348;1,01;9;15;92,5;;;-540;;
98212;RED;05/07/2017 14:28:39;05/07/2017 14:53:43;4,92;6;25,0695;0,196254413;0,82;9;21;89,5;;;-540;;
63690;RED;05/07/2017 16:09:07;05/07/2017 16:13:41;0,81;1;4,564233333;0,177466825;0,81;9;22;89;;;-540;;
27927;RED;05/07/2017 17:24:52;05/07/2017 17:38:28;2,74;3;13,5926;0,201580272;0,913333333;9;25;87,5;;;-540;;
57436;RED;05/07/2017 17:48:35;05/07/2017 18:27:34;7,87;25;38,98815;0,201856205;0,3148;9;50;75;;;-540;;
75677;RED;05/07/2017 23:25:36;05/07/2017 23:34:31;1,82;3;8,920583333;0,204022532;0,606666667;9;53;73,5;;;-540;;
70417;RED;06/07/2017 07:44:27;06/07/2017 07:56:45;3,13;4;12,30201667;0,254429829;0,7825;9;57;71,5;;;-540;;
88144;RED;06/07/2017 14:56:18;06/07/2017 16:39:02;16,75;3;102,72335;0,163059324;5,583333333;9;60;70;;;-540;;
57490;RED;06/07/2017 16:50:09;06/07/2017 17:05:14;3,03;6;15,07628333;0,200977916;0,505;9;66;67;;;-540;;
78395;RED;07/07/2017 08:49:34;07/07/2017 08:56:19;1,33;1;6,76265;0,196668466;1,33;9;67;66,5;;;-540;;
59462;RED;07/07/2017 15:12:34;07/07/2017 15:41:28;8,29;12;28,899;0,286861137;0,690833333;9;79;60,5;;;-540;;
61220;RED;07/07/2017 16:07:00;07/07/2017 16:15:51;1,82;5;8,845566667;0,205752788;0,364;9;84;58;;;-540;;
77201;RED;07/07/2017 16:17:32;07/07/2017 16:26:56;2,34;2;9,402633333;0,248866452;1,17;9;86;57;;;-540;;
45568;RED;07/07/2017 16:41:47;07/07/2017 16:50:23;2,57;4;8,596533333;0,298957719;0,6425;9;90;55;;;-540;;
93363;RED;07/07/2017 20:26:55;07/07/2017 20:32:37;1,71;2;5,6958;0,300221216;0,855;9;92;54;;;-540;;
61764;RED;08/07/2017 01:22:46;08/07/2017 01:27:54;1,01;2;5,14555;0,196286111;0,505;9;94;53;;;-540;;
99473;RED;10/07/2017 08:09:41;10/07/2017 08:13:16;0,61;0;3,582366667;0,170278494;inf;9;94;53;;;-540;;
84374;RED;10/07/2017 08:31:30;10/07/2017 08:54:41;6,25;6;23,17733333;0,269660013;1,041666667;9;100;50;;;-540;;
23142;RED;10/07/2017 09:06:20;10/07/2017 09:59:57;10,89;24;53,6084;0,203139806;0,45375;9;124;38;;;-540;;
67591;RED;10/07/2017 11:41:36;10/07/2017 14:06:11;28,95;14;144,5946667;0,200214853;2,067857143;9;138;31;;;-540;;
63606;RED;10/07/2017 16:29:13;10/07/2017 16:51:28;0;0;22,26036667;0;0;9;138;31;;;-540;;
29773;RED;10/07/2017 17:46:11;10/07/2017 17:54:58;1,82;2;8,785983333;0,207148128;0,91;9;140;30;;;-540;;
9282;RED;10/07/2017 19:21:18;10/07/2017 19:32:17;2,22;5;10,99396667;0,201928937;0,444;9;145;27,5;;;-540;;
99120;RED;11/07/2017 03:50:39;11/07/2017 03:57:42;1,41;3;7,047916667;0,200059119;0,47;9;148;26;;;-540;;
67838;RED;11/07/2017 04:23:17;11/07/2017 04:42:12;3,62;5;18,92376667;0,19129384;0,724;9;153;23,5;;;-540;;
7269;RED;11/07/2017 08:09:10;11/07/2017 08:29:27;4,03;5;20,28738333;0,198645628;0,806;9;158;21;;;-540;;
56250;RED;11/07/2017 08:32:02;11/07/2017 08:40:32;1,82;2;8,4964;0,214208371;0,91;9;0;100;;;-540;;
76799;RED;11/07/2017 18:16:23;11/07/2017 18:43:34;6,43;9;27,18298333;0,236545044;0,714444444;9;9;95,5;;;-540;;
51070;RED;11/07/2017 18:43:34;11/07/2017 19:22:26;11,14;9;38,86638333;0,286623016;1,237777778;9;18;91;;;-540;;
84487;RED;11/07/2017 19:52:24;11/07/2017 20:09:38;3,51;5;17,2336;0,203671897;0,702;9;23;88,5;;;-540;;
49354;RED;11/07/2017 20:36:32;11/07/2017 20:48:01;2,42;5;11,48301667;0,210746015;0,484;9;28;86;;;-540;;
24997;RED;12/07/2017 05:42:40;12/07/2017 05:53:57;2,22;6;11,28098333;0,196791355;0,37;9;34;83;;;-540;;
4402;RED;12/07/2017 11:07:34;12/07/2017 11:30:47;5,39;3;23,21281667;0,232199309;1,796666667;9;37;81,5;;;-540;;
72900;RED;12/07/2017 12:50:11;12/07/2017 13:01:42;2,3;3;11,50581667;0,199898892;0,766666667;9;40;80;;;-540;;
7988;RED;12/07/2017 13:54:08;12/07/2017 13:59:51;1,01;1;5,71935;0,176593494;1,01;9;41;79,5;;;-540;;
98723;RED;12/07/2017 14:44:22;12/07/2017 15:10:34;7,18;5;26,21373333;0,273902229;1,436;9;46;77;;;-540;;
86058;RED;12/07/2017 15:43:43;12/07/2017 15:55:11;2,22;5;11,45856667;0,193741509;0,444;9;51;74,5;;;-540;;
11983;RED;12/07/2017 20:20:24;12/07/2017 20:52:31;6,37;16;32,11028333;0,198378816;0,398125;9;67;66,5;;;-540;;
48616;RED;12/07/2017 21:59:42;12/07/2017 22:04:30;1,43;2;4,793716667;0,298307159;0,715;9;69;65,5;;;-540;;
95549;RED;12/07/2017 22:40:15;12/07/2017 22:45:51;1,21;2;5,5908;0,216426987;0,605;9;71;64,5;;;-540;;
64983;RED;13/07/2017 12:21:11;13/07/2017 12:51:13;7,87;17;30,03353333;0,26204043;0,462941176;9;88;56;;;-540;;
58268;RED;13/07/2017 13:36:23;13/07/2017 13:44:30;0;0;8,111816667;0;0;9;88;56;;;-540;;
75856;RED;13/07/2017 13:45:29;13/07/2017 13:57:51;2,42;3;12,37125;0,195614833;0,806666667;9;91;54,5;;;-540;;
80199;RED;13/07/2017 18:35:37;13/07/2017 18:46:18;2,22;3;10,68285;0,207809714;0,74;9;94;53;;;-540;;
77305;RED;13/07/2017 22:37:20;13/07/2017 23:00:46;5,99;10;23,43588333;0,255590963;0,599;9;104;48;;;-540;;
87214;RED;13/07/2017 23:10:22;13/07/2017 23:40:31;6,05;25;30,1631;0,200576201;0,242;9;129;35,5;;;-540;;
94352;RED;14/07/2017 11:35:40;14/07/2017 11:51:01;3,03;4;15,35311667;0,197354066;0,7575;9;133;33,5;;;-540;;
57775;RED;14/07/2017 13:12:36;14/07/2017 13:19:20;1,41;1;6,735766667;0,209330292;1,41;9;134;33;;;-540;;
7903;RED;14/07/2017 13:33:36;14/07/2017 13:42:18;1,61;3;8,699083333;0,185076972;0,536666667;9;137;31,5;;;-540;;
31284;RED;14/07/2017 13:47:49;14/07/2017 14:01:06;2,5;2;13,28181667;0,188227263;1,25;9;139;30,5;;;-540;;
36250;RED;14/07/2017 15:07:00;14/07/2017 15:17:23;2,61;4;10,39223333;0,251149095;0,6525;9;143;28,5;;;-540;;
46297;RED;14/07/2017 19:42:21;14/07/2017 19:58:15;3,14;6;15,90386667;0,197436263;0,523333333;9;149;25,5;;;-540;;
40526;RED;14/07/2017 20:02:11;14/07/2017 20:09:31;1,61;3;7,3412;0,219310195;0,536666667;9;152;24;;;-540;;
62857;RED;15/07/2017 11:57:38;15/07/2017 12:14:46;4,43;3;17,13425;0,258546479;1,476666667;9;155;22,5;;;-540;;
97789;RED;15/07/2017 13:24:31;15/07/2017 13:53:37;5,77;11;29,10776667;0,19822888;0,524545455;9;0;100;;;-540;;
