Rental_state,Start,End,Revenue,Distance
RED,2017-07-26 10:49:50.7020000,2017-07-26 11:51:10.7260000,14.44,23
GREEN,2017-04-03 16:49:59.4780000,2017-04-03 17:41:33.0990000,0.0,0
RED,2017-08-18 08:20:10.9110000,2017-08-18 08:29:50.3810000,2.86,2
GREEN,2017-12-03 21:27:21.4260000,2017-12-04 08:48:38.6260000,0.0,0
GREEN,2017-11-03 23:48:30.5290000,2017-11-03 23:54:32.2520000,0.0,0
GREEN,2017-11-21 20:33:46.9600000,2017-11-21 20:46:52.4030000,0.0,0
GREEN,2017-08-20 22:29:29.7350000,2017-08-20 23:36:58.3090000,0.0,0
GREEN,2017-02-12 19:20:07.5170000,2017-02-12 19:30:52.5140000,0.0,0
RED,2017-10-16 13:01:20.8840000,2017-10-16 13:17:56.7560000,3.71,6
RED,2017-10-05 16:24:15.8840000,2017-10-05 16:58:11.0850000,9.12,8
RED,2017-11-09 17:59:38.1940000,2017-11-09 18:15:57.4140000,3.71,3
RED,2017-02-09 17:54:33.9640000,2017-02-09 18:28:14.5990000,8.86,19
RED,2017-06-21 06:32:30.4490000,2017-06-21 06:52:07.8710000,4.03,12
RED,2017-12-14 18:00:17.6350000,2017-12-14 18:08:45.9910000,1.97,2
GREEN,2017-03-08 09:48:59.3970000,2017-03-08 12:51:53.4160000,0.0,0
GREEN,2017-08-30 20:52:19.9400000,2017-08-31 05:08:37.7030000,0.0,0
GREEN,2017-08-06 13:16:27.5640000,2017-08-06 14:35:42.8250000,0.0,0
GREEN,2017-10-19 15:07:17.5660000,2017-10-19 15:30:30.4500000,0.0,0
RED,2017-12-26 09:33:31.3640000,2017-12-26 09:55:49.4200000,6.57,13
GREEN,2017-10-06 07:27:53.6090000,2017-10-06 07:32:01.7620000,0.0,0
RED,2017-04-16 01:09:00.7860000,2017-04-16 01:16:50.8160000,1.61,3
GREEN,2017-01-12 21:01:44.7680000,2017-01-12 22:17:10.8780000,0.0,0
GREEN,2017-04-09 14:10:38.0820000,2017-04-09 14:15:16.9580000,0.0,0
GREEN,2017-05-03 21:46:00.8740000,2017-05-04 07:41:19.6200000,0.0,0
RED,2017-04-21 20:53:35.6900000,2017-04-21 20:59:34.6280000,1.56,1
RED,2017-10-06 11:57:41.8420000,2017-10-06 12:16:32.6700000,5.21,6
GREEN,2017-05-09 07:45:38.3680000,2017-05-09 09:30:27.1460000,0.0,0
RED,2017-02-03 16:28:18.8670000,2017-02-03 16:48:13.4900000,4.77,5
RED,2017-04-26 19:15:46.1540000,2017-04-26 19:25:41.9360000,2.02,5
RED,2017-05-25 14:19:28.6670000,2017-05-25 14:31:18.1010000,2.34,4
RED,2017-06-13 20:58:32.0910000,2017-06-13 21:10:52.0560000,2.42,4
GREEN,2017-06-01 13:48:22.8080000,2017-06-01 13:54:12.1040000,0.0,0
GREEN,2017-08-18 09:18:49.4270000,2017-08-18 09:31:38.4500000,0.0,0
GREEN,2017-12-01 12:56:07.2970000,2017-12-01 14:12:58.5190000,0.0,0
GREEN,2017-05-21 20:58:30.4750000,2017-05-21 21:00:37.7050000,0.0,0
GREEN,2017-04-02 20:00:10.0370000,2017-04-02 23:39:14.3310000,0.0,0
GREEN,2017-09-06 06:13:04.1870000,2017-09-06 07:29:47.7490000,0.0,0
GREEN,2017-07-07 01:03:20.7770000,2017-07-07 05:28:08.7330000,0.0,0
RED,2017-02-02 22:12:26.0560000,2017-02-02 22:42:53.0320000,6.25,25
GREEN,2017-11-17 08:05:12.2110000,2017-11-17 08:26:36.4210000,0.0,0
GREEN,2017-01-17 20:43:00.4020000,2017-01-17 20:51:00.5200000,0.0,0
GREEN,2017-10-08 17:55:37.6000000,2017-10-08 17:57:09.2490000,0.0,0
RED,2017-09-10 14:46:09.2650000,2017-09-10 14:51:41.8600000,1.01,3
GREEN,2017-02-26 18:44:56.7280000,2017-02-26 18:51:09.2130000,0.0,0
GREEN,2017-08-16 13:45:53.0750000,2017-08-16 14:24:57.3030000,0.0,0
RED,2017-03-25 15:02:42.6800000,2017-03-25 15:18:49.3160000,3.23,7
GREEN,2017-12-08 17:42:10.3610000,2017-12-08 17:42:26.9420000,0.0,0
GREEN,2017-05-07 13:24:30.8990000,2017-05-07 14:01:57.7260000,0.0,0
RED,2017-05-04 19:39:55.0580000,2017-05-04 20:33:11.0790000,9.8,8
RED,2017-03-23 16:08:46.5760000,2017-03-23 16:19:06.6710000,2.22,3
RED,2017-06-09 15:37:45.6200000,2017-06-09 15:55:25.0780000,3.63,5
GREEN,2017-03-04 08:59:13.1320000,2017-03-04 13:01:22.1950000,0.0,0
GREEN,2017-09-21 23:29:57.6550000,2017-09-22 06:06:05.0740000,0.0,0
RED,2017-09-18 09:30:42.2700000,2017-09-18 09:38:33.3230000,1.97,2
RED,2017-02-01 20:25:09.9660000,2017-02-01 20:38:09.7600000,2.62,8
RED,2017-08-03 06:57:42.1440000,2017-08-03 07:16:38.2100000,3.83,8
RED,2017-06-03 22:29:08.9890000,2017-06-03 22:38:14.8270000,2.57,3
GREEN,2017-06-07 22:12:14.7650000,2017-06-08 11:32:09.1770000,0.0,0
GREEN,2017-04-06 20:27:17.2030000,2017-04-06 20:28:11.3660000,0.0,0
RED,2017-03-27 12:24:37.8450000,2017-03-27 12:52:58.4060000,5.56,7
GREEN,2017-08-25 17:45:00.2730000,2017-08-25 18:06:43.7360000,0.0,0
GREEN,2017-05-11 06:42:10.0230000,2017-05-11 06:46:17.4550000,0.0,0
GREEN,2017-07-14 22:23:41.0410000,2017-07-15 00:00:53.4990000,0.0,0
GREEN,2017-05-02 20:26:11.7080000,2017-05-02 22:27:59.7610000,0.0,0
GREEN,2017-02-05 17:27:20.5530000,2017-02-05 17:55:26.4880000,0.0,0
GREEN,2017-08-06 19:55:21.8870000,2017-08-07 06:32:24.9890000,0.0,0
GREEN,2017-01-06 13:44:07.7830000,2017-01-06 13:44:48.7650000,0.0,0
GREEN,2017-05-28 00:05:19.4800000,2017-05-28 00:16:36.6080000,0.0,0
RED,2017-08-11 10:10:48.9340000,2017-08-11 10:30:46.7610000,3.78,6
GREEN,2017-12-03 11:45:23.0690000,2017-12-03 11:51:33.7720000,0.0,0
GREEN,2017-08-06 12:59:15.7690000,2017-08-06 13:08:15.6080000,0.0,0
RED,2017-08-28 07:14:22.1590000,2017-08-28 07:21:44.4090000,1.53,1
GREEN,2017-11-21 12:33:03.9330000,2017-11-21 12:43:01.2720000,0.0,0
GREEN,2017-07-12 14:51:49.2010000,2017-07-12 14:53:00.3430000,0.0,0
RED,2017-06-06 11:22:02.7750000,2017-06-06 11:29:33.0290000,2.08,3
GREEN,2017-07-06 06:54:42.0520000,2017-07-06 13:46:26.5430000,0.0,0
GREEN,2017-01-11 18:00:54.3700000,2017-01-11 18:01:00.0210000,0.0,0
GREEN,2017-10-13 08:18:33.6350000,2017-10-13 08:21:08.7400000,0.0,0
RED,2017-07-02 14:36:39.2670000,2017-07-02 15:29:10.3860000,13.04,12
GREEN,2017-08-29 14:38:10.6940000,2017-08-29 15:31:46.5250000,0.0,0
GREEN,2017-07-30 18:00:22.5160000,2017-07-30 19:24:38.9460000,0.0,0
RED,2017-01-14 15:41:23.4510000,2017-01-14 16:09:34.9560000,5.11,5
GREEN,2017-06-27 20:34:30.8010000,2017-06-28 06:40:52.7520000,0.0,0
GREEN,2017-03-09 22:55:47.6400000,2017-03-10 02:45:35.9510000,0.0,0
GREEN,2017-01-31 16:51:48.1700000,2017-01-31 17:08:21.1240000,0.0,0
GREEN,2017-04-28 18:32:06.7300000,2017-04-28 18:32:44.9810000,0.0,0
RED,2017-04-23 23:24:14.4650000,2017-04-23 23:36:57.5740000,2.62,6
RED,2017-09-30 11:29:44.9180000,2017-09-30 11:49:42.2640000,5.21,8
RED,2017-10-04 16:16:30.5160000,2017-10-04 16:57:32.0300000,8.96,8
GREEN,2017-09-09 08:50:40.8750000,2017-09-09 09:02:49.8450000,0.0,0
GREEN,2017-09-24 12:38:13.7420000,2017-09-24 12:45:24.9890000,0.0,0
GREEN,2017-03-28 12:02:10.2370000,2017-03-28 12:15:49.0130000,0.0,0
GREEN,2017-02-11 19:03:11.0760000,2017-02-11 19:16:46.9790000,0.0,0
GREEN,2017-01-16 16:18:58.4680000,2017-01-16 16:26:31.0180000,0.0,0
RED,2017-07-12 19:24:15.9660000,2017-07-12 19:40:17.0080000,2.74,4
RED,2017-09-29 22:09:04.4340000,2017-09-29 22:16:52.5640000,1.75,2
RED,2017-01-04 23:18:13.3620000,2017-01-04 23:18:20.1910000,0.0,0
GREEN,2017-05-10 17:33:16.3300000,2017-05-11 08:38:12.6700000,0.0,0
GREEN,2017-02-04 21:09:57.9200000,2017-02-04 21:34:17.8900000,0.0,0
GREEN,2017-11-04 08:19:59.3620000,2017-11-04 10:06:01.3900000,0.0,0
GREEN,2017-01-05 15:56:33.0670000,2017-01-05 16:06:16.8220000,0.0,0
GREEN,2017-09-26 17:59:28.0690000,2017-09-26 18:34:44.5350000,0.0,0
RED,2017-12-02 06:42:54.4090000,2017-12-02 06:56:50.8320000,3.28,5
GREEN,2017-08-11 23:17:59.0500000,2017-08-11 23:26:49.9570000,0.0,0
GREEN,2017-11-11 16:56:48.1450000,2017-11-11 16:58:23.6590000,0.0,0
GREEN,2017-06-23 08:19:07.4260000,2017-06-23 08:48:35.0940000,0.0,0
GREEN,2017-12-22 00:37:52.4090000,2017-12-22 05:17:44.1240000,0.0,0
RED,2017-08-25 19:17:50.3510000,2017-08-25 19:34:53.6940000,4.86,5
GREEN,2017-04-10 16:43:50.3990000,2017-04-10 16:53:28.0270000,0.0,0
RED,2017-09-23 20:38:55.0120000,2017-09-23 21:22:55.4450000,9.83,16
GREEN,2017-12-17 15:29:32.7570000,2017-12-17 15:44:40.5780000,0.0,0
RED,2017-03-18 17:08:22.9170000,2017-03-18 17:23:30.6890000,3.03,8
GREEN,2017-12-09 16:32:10.8870000,2017-12-09 16:36:17.9210000,0.0,0
GREEN,2017-02-19 19:14:01.2540000,2017-02-20 00:44:10.3810000,0.0,0
RED,2017-03-14 16:17:03.3360000,2017-03-14 16:34:33.2240000,3.63,13
GREEN,2017-08-17 18:11:39.9290000,2017-08-17 18:22:54.2880000,0.0,0
GREEN,2017-01-25 14:17:14.9810000,2017-01-25 14:18:48.9950000,0.0,0
GREEN,2017-04-12 19:57:03.4460000,2017-04-12 20:02:43.2860000,0.0,0
GREEN,2017-08-13 21:54:55.7480000,2017-08-13 23:25:50.1780000,0.0,0
GREEN,2017-10-07 15:37:49.8100000,2017-10-07 15:37:52.9550000,0.0,0
GREEN,2017-06-03 17:32:08.1950000,2017-06-03 17:32:51.7550000,0.0,0
RED,2017-10-23 01:07:00.1030000,2017-10-23 01:20:19.7100000,3.06,6
GREEN,2017-01-12 16:03:18.2140000,2017-01-12 16:03:30.3960000,0.0,0
GREEN,2017-01-12 19:39:59.3790000,2017-01-12 19:40:50.4360000,0.0,0
RED,2017-06-14 11:16:13.1750000,2017-06-14 11:27:11.2360000,2.22,2
RED,2017-02-22 18:00:44.8940000,2017-02-22 18:35:46.4080000,9.12,18
RED,2017-04-06 20:12:13.4860000,2017-04-06 20:28:46.0710000,3.43,6
GREEN,2017-08-13 14:27:30.0980000,2017-08-13 15:00:53.7750000,0.0,0
GREEN,2017-10-06 04:03:56.2230000,2017-10-06 08:13:14.4040000,0.0,0
RED,2017-03-07 23:28:49.6030000,2017-03-07 23:34:25.3830000,1.71,2
GREEN,2017-06-10 14:43:12.4490000,2017-06-10 14:48:43.5950000,0.0,0
GREEN,2017-10-06 13:30:11.4470000,2017-10-06 13:38:49.1230000,0.0,0
RED,2017-07-25 21:59:53.8640000,2017-07-25 22:14:21.2700000,3.03,5
RED,2017-10-13 17:34:35.6580000,2017-10-13 18:25:44.4660000,11.36,6
GREEN,2017-12-07 20:45:21.3070000,2017-12-07 20:57:43.5360000,0.0,0
RED,2017-01-09 19:39:14.2020000,2017-01-09 19:48:57.6400000,2.02,3
GREEN,2017-02-18 18:33:41.5700000,2017-02-18 18:39:41.2670000,0.0,0
GREEN,2017-01-10 17:46:57.1150000,2017-01-10 17:48:54.4270000,0.0,0
GREEN,2017-11-27 11:15:11.5690000,2017-11-27 11:41:56.0110000,0.0,0
RED,2017-08-15 12:27:44.4290000,2017-08-15 13:02:13.9590000,6.93,13
RED,2017-12-07 20:09:47.3030000,2017-12-07 20:13:55.6780000,1.09,1
GREEN,2017-11-04 18:51:24.4280000,2017-11-04 18:57:49.9270000,0.0,0
RED,2017-11-03 05:20:04.4800000,2017-11-03 05:36:21.7800000,4.86,9
RED,2017-09-01 21:51:51.7810000,2017-09-01 22:04:33.1490000,2.62,4
GREEN,2017-04-08 03:14:07.3070000,2017-04-08 07:05:06.1380000,0.0,0
GREEN,2017-03-04 00:42:29.4370000,2017-03-04 10:50:34.7540000,0.0,0
GREEN,2017-04-06 12:45:23.2320000,2017-04-06 12:45:27.7920000,0.0,0
GREEN,2017-04-14 08:46:05.6230000,2017-04-14 08:46:20.4980000,0.0,0
GREEN,2017-07-01 19:40:50.4640000,2017-07-01 19:50:07.9300000,0.0,0
RED,2017-06-28 17:13:17.5130000,2017-06-28 17:26:29.3190000,3.71,4
GREEN,2017-05-23 22:22:22.1880000,2017-05-23 22:26:42.5500000,0.0,0
GREEN,2017-06-02 22:56:10.9590000,2017-06-02 23:19:47.0070000,0.0,0
GREEN,2017-02-28 15:17:34.3620000,2017-02-28 15:28:08.8240000,0.0,0
GREEN,2017-03-05 21:22:17.4360000,2017-03-09 17:35:48.8130000,0.0,0
GREEN,2017-04-08 04:23:34.0910000,2017-04-08 07:00:23.5770000,0.0,0
RED,2017-06-02 17:46:21.7920000,2017-06-02 18:25:02.3820000,7.53,10
GREEN,2017-04-19 16:14:13.3560000,2017-04-19 16:57:56.8180000,0.0,0
RED,2017-07-25 09:48:58.7480000,2017-07-25 10:05:59.5560000,4.43,4
GREEN,2017-12-15 12:48:07.3200000,2017-12-15 12:53:30.9780000,0.0,0
RED,2017-11-03 18:50:38.3800000,2017-11-03 19:16:28.3280000,7.03,10
GREEN,2017-06-11 00:33:08.6360000,2017-06-11 02:48:40.5740000,0.0,0
RED,2017-04-05 20:29:39.1070000,2017-04-05 21:02:24.3180000,6.07,9
GREEN,2017-10-14 00:32:58.3460000,2017-10-14 00:37:33.3930000,0.0,0
GREEN,2017-07-04 14:42:10.0530000,2017-07-04 14:45:56.3350000,0.0,0
GREEN,2017-08-21 12:50:49.8110000,2017-08-21 17:05:22.4990000,0.0,0
GREEN,2017-09-05 19:07:46.5130000,2017-09-05 21:20:18.8250000,0.0,0
GREEN,2017-11-29 21:18:11.0760000,2017-11-29 21:23:39.3340000,0.0,0
GREEN,2017-03-08 20:15:19.3080000,2017-03-08 20:22:02.2240000,0.0,0
GREEN,2017-05-03 08:54:06.7320000,2017-05-03 10:20:40.5980000,0.0,0
GREEN,2017-05-24 19:01:10.0780000,2017-05-24 19:01:43.3440000,0.0,0
RED,2017-02-03 15:57:36.4480000,2017-02-03 16:10:58.6740000,2.82,3
RED,2017-05-11 22:12:55.9610000,2017-05-11 22:45:06.6800000,6.45,8
RED,2017-08-27 19:59:47.4930000,2017-08-27 20:39:04.3690000,10.05,13
RED,2017-08-06 15:17:15.8130000,2017-08-06 15:47:11.7920000,6.05,11
RED,2017-07-11 12:09:53.7660000,2017-07-11 12:39:33.3180000,5.59,9
GREEN,2017-01-25 19:52:27.6500000,2017-01-25 20:07:57.4320000,0.0,0
GREEN,2017-12-22 14:57:22.4390000,2017-12-22 18:46:58.8370000,0.0,0
GREEN,2017-07-25 10:45:33.2970000,2017-07-25 12:33:20.7930000,0.0,0
RED,2017-04-11 13:10:58.1060000,2017-04-11 13:36:44.8740000,5.24,11
RED,2017-06-03 13:19:40.4270000,2017-06-03 13:30:42.1700000,2.22,3
RED,2017-01-19 17:09:35.3410000,2017-01-19 18:07:12.0060000,10.61,12
GREEN,2017-10-30 16:54:12.8690000,2017-10-30 16:56:47.9860000,0.0,0
RED,2017-12-09 20:36:32.2470000,2017-12-09 20:54:48.1500000,4.15,4
RED,2017-12-30 23:50:42.6130000,2017-12-30 23:56:35.9140000,1.31,2
RED,2017-02-12 22:52:29.2550000,2017-02-12 23:19:52.6660000,5.45,15
RED,2017-06-10 10:42:19.5930000,2017-06-10 10:56:35.8210000,3.65,5
GREEN,2017-09-30 11:48:39.2970000,2017-09-30 12:05:53.0250000,0.0,0
GREEN,2017-05-03 00:43:10.7180000,2017-05-03 06:43:55.9680000,0.0,0
RED,2017-12-29 08:47:50.8670000,2017-12-29 08:57:19.8290000,2.18,4
RED,2017-12-10 17:18:15.3210000,2017-12-10 17:24:23.5920000,1.53,2
RED,2017-11-17 20:13:51.0950000,2017-11-17 20:26:17.7260000,2.84,3
RED,2017-10-20 16:46:44.8730000,2017-10-20 16:55:40.5500000,2.34,0
GREEN,2017-08-25 17:27:45.0030000,2017-08-25 17:31:12.8790000,0.0,0
GREEN,2017-04-25 08:46:02.3680000,2017-04-25 08:49:30.7810000,0.0,0
GREEN,2017-04-02 13:04:02.8680000,2017-04-02 19:33:15.0060000,0.0,0
RED,2017-05-12 23:09:25.8040000,2017-05-12 23:39:50.3130000,8.08,13
GREEN,2017-01-12 08:58:07.4940000,2017-01-12 10:01:07.8040000,0.0,0
GREEN,2017-08-12 16:18:10.2420000,2017-08-12 16:26:14.2370000,0.0,0
GREEN,2017-08-03 15:16:32.5800000,2017-08-03 15:42:15.9970000,0.0,0
RED,2017-01-20 21:25:53.1950000,2017-01-20 21:41:53.7660000,3.35,7
GREEN,2017-11-02 18:45:51.8680000,2017-11-02 18:53:08.7980000,0.0,0
RED,2017-01-07 11:51:57.7690000,2017-01-07 12:24:29.5180000,9.43,14
GREEN,2017-08-16 21:42:24.9840000,2017-08-16 21:44:02.5200000,0.0,0
GREEN,2017-12-16 15:59:08.4330000,2017-12-16 15:59:40.8770000,0.0,0
GREEN,2017-04-19 08:53:34.1360000,2017-04-19 12:29:08.9660000,0.0,0
GREEN,2017-11-21 15:57:21.6470000,2017-11-21 15:58:45.4050000,0.0,0
RED,2017-03-22 07:16:40.0160000,2017-03-22 10:14:02.9010000,32.15,49
GREEN,2017-09-23 17:36:37.7080000,2017-09-23 17:38:35.8590000,0.0,0
GREEN,2017-05-10 23:28:23.8180000,2017-05-11 05:22:43.8850000,0.0,0
GREEN,2017-06-04 09:36:09.6080000,2017-06-04 10:50:15.9170000,0.0,0
RED,2017-12-07 19:29:02.6000000,2017-12-07 19:39:35.5880000,2.87,3
GREEN,2017-01-15 22:17:05.3550000,2017-01-16 07:13:07.3990000,0.0,0
RED,2017-03-02 19:56:21.6190000,2017-03-02 20:04:39.0080000,1.61,3
GREEN,2017-03-12 15:38:05.1930000,2017-03-12 16:09:26.4300000,0.0,0
GREEN,2017-02-04 20:11:26.0620000,2017-02-04 20:31:50.9720000,0.0,0
GREEN,2017-02-16 20:38:50.2260000,2017-02-16 20:45:34.0220000,0.0,0
GREEN,2017-03-13 08:41:39.7210000,2017-03-13 08:46:20.8610000,0.0,0
RED,2017-09-17 16:28:51.2910000,2017-09-17 16:39:03.2020000,3.14,3
RED,2017-10-13 20:18:51.3140000,2017-10-13 21:09:50.6660000,11.14,21
GREEN,2017-01-12 14:34:10.0310000,2017-01-12 15:19:20.7930000,0.0,0
GREEN,2017-09-10 19:00:10.1580000,2017-09-10 19:03:27.4650000,0.0,0
GREEN,2017-10-21 20:00:21.6430000,2017-10-21 20:02:27.1810000,0.0,0
GREEN,2017-09-27 15:20:57.9710000,2017-09-27 15:23:06.6170000,0.0,0
GREEN,2017-04-12 22:42:18.3650000,2017-04-12 23:07:08.3030000,0.0,0
GREEN,2017-10-05 10:08:30.1950000,2017-10-05 13:15:51.1670000,0.0,0
GREEN,2017-03-18 19:33:19.4460000,2017-03-18 19:34:03.0010000,0.0,0
GREEN,2017-01-25 13:07:42.3830000,2017-01-25 13:32:42.4990000,0.0,0
GREEN,2017-11-10 13:32:10.0310000,2017-11-10 13:33:23.4200000,0.0,0
RED,2017-01-12 08:07:39.2010000,2017-01-12 08:14:17.7700000,1.41,2
GREEN,2017-12-10 23:22:58.3360000,2017-12-10 23:23:16.7110000,0.0,0
GREEN,2017-02-25 09:39:51.5480000,2017-02-25 09:41:27.4530000,0.0,0
RED,2017-03-14 09:38:41.5250000,2017-03-14 10:10:21.4780000,6.45,13
RED,2017-10-22 19:40:22.7660000,2017-10-22 20:04:49.4460000,6.51,8
GREEN,2017-12-14 15:41:06.3650000,2017-12-14 16:25:45.6910000,0.0,0
GREEN,2017-07-14 15:19:47.8530000,2017-07-14 15:19:52.5410000,0.0,0
GREEN,2017-07-22 09:20:10.3380000,2017-07-22 09:22:09.0600000,0.0,0
RED,2017-10-10 21:25:32.6630000,2017-10-10 21:32:32.6200000,1.53,3
GREEN,2017-05-21 08:16:10.0740000,2017-05-21 08:30:40.4420000,0.0,0
GREEN,2017-08-05 01:51:26.3410000,2017-08-05 02:33:52.3530000,0.0,0
GREEN,2017-12-16 14:18:56.3920000,2017-12-16 14:19:03.0850000,0.0,0
GREEN,2017-05-30 20:59:10.0320000,2017-05-31 04:52:37.9330000,0.0,0
GREEN,2017-11-08 06:21:03.2340000,2017-11-08 06:52:45.0610000,0.0,0
RED,2017-12-31 22:30:20.2090000,2017-12-31 23:03:06.2800000,7.21,14
RED,2017-12-08 18:58:23.7490000,2017-12-08 20:01:39.4860000,13.98,9
GREEN,2017-01-13 12:40:10.0740000,2017-01-13 12:47:32.2180000,0.0,0
RED,2017-12-30 08:18:04.7930000,2017-12-30 08:34:15.5930000,4.57,9
RED,2017-02-11 18:49:02.7410000,2017-02-11 19:30:08.1620000,10.68,12
RED,2017-12-15 20:01:14.3960000,2017-12-15 20:11:56.0190000,2.4,4
GREEN,2017-05-08 18:18:38.8770000,2017-05-08 20:38:53.6390000,0.0,0
RED,2017-07-11 17:23:12.5460000,2017-07-11 17:34:51.2020000,3.43,4
GREEN,2017-01-24 04:04:43.2410000,2017-01-24 07:32:34.6250000,0.0,0
GREEN,2017-09-25 12:34:43.7700000,2017-09-25 13:07:48.8580000,0.0,0
GREEN,2017-03-05 15:51:41.7220000,2017-03-05 16:12:48.8740000,0.0,0
RED,2017-05-29 12:43:50.9720000,2017-05-29 12:55:41.3130000,2.42,4
GREEN,2017-06-26 11:04:44.1330000,2017-06-26 12:38:18.6720000,0.0,0
GREEN,2017-05-24 14:52:46.7560000,2017-05-24 15:17:47.2450000,0.0,0
GREEN,2017-09-12 17:23:24.3640000,2017-09-12 17:44:37.6980000,0.0,0
GREEN,2017-03-30 18:50:22.0280000,2017-03-30 18:50:47.1170000,0.0,0
RED,2017-11-20 20:29:01.6500000,2017-11-20 20:48:41.7260000,5.71,11
GREEN,2017-09-20 06:30:46.6040000,2017-09-20 07:21:47.5450000,0.0,0
RED,2017-03-22 11:08:42.0880000,2017-03-22 11:21:54.1780000,3.39,4
RED,2017-04-06 08:15:46.8120000,2017-04-06 13:01:21.4740000,47.58,5
RED,2017-04-06 16:58:36.1250000,2017-04-06 17:27:14.5790000,5.85,9
RED,2017-10-04 17:04:13.6880000,2017-10-04 17:37:30.4580000,7.43,6
GREEN,2017-04-10 16:51:53.1770000,2017-04-10 17:19:33.2890000,0.0,0
GREEN,2017-12-12 18:42:09.7170000,2017-12-12 20:02:07.7300000,0.0,0
GREEN,2017-05-31 17:16:47.5670000,2017-05-31 17:27:02.4690000,0.0,0
GREEN,2017-05-02 07:04:16.6270000,2017-05-02 11:21:52.5770000,0.0,0
RED,2017-01-15 19:50:28.9860000,2017-01-15 19:59:55.2370000,2.02,3
GREEN,2017-12-14 07:49:00.4470000,2017-12-14 08:04:56.1730000,0.0,0
GREEN,2017-08-05 01:35:36.1390000,2017-08-05 01:35:53.0080000,0.0,0
RED,2017-10-01 02:00:00.5580000,2017-10-01 02:16:19.8570000,3.71,6
RED,2017-09-10 16:10:48.9620000,2017-09-10 16:27:27.9170000,3.43,4
RED,2017-10-06 05:23:28.5770000,2017-10-06 05:34:31.6540000,2.62,7
GREEN,2017-06-27 19:09:25.6100000,2017-06-27 19:11:54.5420000,0.0,0
RED,2017-04-06 05:11:27.2710000,2017-04-06 05:24:26.1910000,3.71,5
GREEN,2017-12-16 18:16:43.5300000,2017-12-16 18:21:12.2070000,0.0,0
GREEN,2017-02-19 15:16:03.0060000,2017-02-19 15:22:06.4500000,0.0,0
RED,2017-07-22 23:10:08.9180000,2017-07-22 23:32:33.8450000,4.64,8
RED,2017-09-01 06:48:41.0070000,2017-09-01 07:03:08.1940000,3.03,5
GREEN,2017-07-07 04:59:51.2680000,2017-07-07 12:48:27.9510000,0.0,0
RED,2017-08-02 03:44:28.0890000,2017-08-02 04:11:05.6900000,6.77,19
RED,2017-03-09 19:28:55.0370000,2017-03-09 20:20:19.3890000,12.68,20
RED,2017-05-25 00:57:48.7930000,2017-05-25 01:11:44.4230000,2.82,7
GREEN,2017-03-25 06:32:55.4680000,2017-03-25 09:26:49.8900000,0.0,0
GREEN,2017-01-20 23:22:36.0860000,2017-01-20 23:52:58.5450000,0.0,0
GREEN,2017-03-18 16:54:46.4400000,2017-03-18 16:55:47.6970000,0.0,0
GREEN,2017-09-06 09:15:28.3320000,2017-09-06 13:02:08.4060000,0.0,0
RED,2017-02-09 10:45:01.4040000,2017-02-09 10:54:53.8220000,2.86,3
RED,2017-05-28 11:19:21.2840000,2017-05-28 11:37:38.2330000,3.75,8
RED,2017-04-28 17:28:20.5280000,2017-04-28 18:59:31.4050000,15.96,11
GREEN,2017-04-12 18:53:34.1590000,2017-04-12 18:53:47.7660000,0.0,0
RED,2017-09-14 20:14:51.3540000,2017-09-14 20:31:32.3090000,3.71,8
GREEN,2017-04-11 22:56:21.9560000,2017-04-12 09:26:10.6120000,0.0,0
GREEN,2017-02-22 10:04:18.8990000,2017-02-22 16:04:23.7190000,0.0,0
RED,2017-11-13 19:36:42.1170000,2017-11-13 19:44:44.0740000,2.34,2
RED,2017-02-06 22:26:28.8990000,2017-02-06 22:45:46.3860000,5.21,9
RED,2017-01-10 16:13:39.4300000,2017-01-10 16:49:16.8330000,7.26,7
GREEN,2017-01-24 20:00:28.3000000,2017-01-24 22:41:33.8620000,0.0,0
GREEN,2017-05-16 02:41:32.9880000,2017-05-16 06:31:27.6950000,0.0,0
GREEN,2017-12-08 17:12:29.7950000,2017-12-08 17:17:49.1030000,0.0,0
GREEN,2017-02-27 16:49:18.4110000,2017-02-27 16:49:22.9200000,0.0,0
RED,2017-07-18 14:51:44.3930000,2017-07-18 15:30:45.8270000,7.29,12
GREEN,2017-11-25 10:01:54.0990000,2017-11-25 10:18:17.4620000,0.0,0
RED,2017-07-06 18:21:43.3910000,2017-07-06 18:31:18.0110000,2.02,4
GREEN,2017-09-11 16:48:19.5070000,2017-09-11 17:00:41.1850000,0.0,0
GREEN,2017-05-03 07:29:31.2650000,2017-05-03 12:02:46.9230000,0.0,0
GREEN,2017-03-20 20:50:37.5210000,2017-03-20 22:00:05.9040000,0.0,0
RED,2017-08-27 20:33:46.2280000,2017-08-27 20:54:31.3440000,6.0,8
GREEN,2017-02-05 19:57:54.5420000,2017-02-05 21:56:11.1360000,0.0,0
RED,2017-08-30 08:53:21.3920000,2017-08-30 08:59:36.8510000,1.41,2
GREEN,2017-11-05 19:51:54.6670000,2017-11-05 19:55:28.7850000,0.0,0
GREEN,2017-10-09 22:33:32.9740000,2017-10-09 22:40:25.3250000,0.0,0
GREEN,2017-11-29 08:02:52.7570000,2017-11-29 08:03:27.8450000,0.0,0
RED,2017-12-05 21:50:09.2710000,2017-12-05 22:14:24.1700000,5.46,8
GREEN,2017-09-01 18:54:33.5250000,2017-09-01 18:55:35.1630000,0.0,0
